transaction_amount,account_age_days,transaction_hour,previous_transactions,device_type,location_match,amount_vs_average,is_new_device,is_fraud
1824.53,738,4,14,0,1,3.98,0,1
2519.57,224,21,16,0,1,9.58,0,0
3453.52,154,5,22,1,1,2.85,0,0
201.36,560,13,65,0,0,0.73,0,0
3998.05,351,3,69,2,1,7.75,1,0
3141.36,349,21,92,2,0,8.37,0,0
413.39,182,18,26,0,1,4.97,0,0
4368.53,637,22,36,0,1,0.83,0,0
4604.76,1018,6,48,0,1,6.58,1,0
310.08,179,3,63,2,0,1.9,1,0
1388.0,1063,1,33,0,1,8.51,1,0
4031.98,772,6,17,0,1,2.81,1,1
3742.56,894,2,63,1,1,8.49,0,1
926.68,1027,14,73,0,0,4.33,0,0
1050.7,1016,0,43,0,1,6.01,0,0
1855.51,64,1,16,0,0,7.92,0,1
2425.19,29,9,58,1,1,0.5,0,0
3093.18,372,15,12,0,1,8.23,0,0
1847.72,97,14,51,1,1,1.47,0,0
2315.36,993,23,59,1,0,3.65,0,0
3738.62,21,14,41,1,1,4.78,0,0
188.23,735,13,90,1,0,8.96,0,1
1265.92,1070,21,63,0,1,0.32,1,1
3568.18,66,13,65,0,1,5.64,0,0
4476.56,603,5,33,0,1,6.46,0,1
2560.83,338,13,94,1,0,3.23,0,0
2662.91,123,16,86,0,0,2.98,1,0
540.32,447,17,70,0,1,4.96,0,0
2239.82,611,19,63,0,1,1.95,0,0
2665.42,671,18,32,0,1,4.73,0,0
1216.14,615,16,11,1,0,7.67,0,0
1349.87,897,15,75,1,0,8.47,0,0
1889.53,281,7,18,0,1,3.91,0,0
105.26,1067,6,8,1,1,6.21,0,0
1613.79,596,19,73,0,1,0.1,0,0
1061.18,703,11,16,1,1,5.55,0,0
1640.85,1075,8,49,1,1,9.75,1,0
603.21,210,13,38,0,1,3.19,0,0
4453.18,126,19,40,0,0,5.99,0,0
2969.99,492,0,9,1,1,7.65,0,0
3397.12,960,9,11,2,1,6.13,0,0
3946.91,970,16,78,1,1,4.24,0,0
2494.72,581,16,94,1,1,1.61,0,0
439.17,777,16,14,1,1,4.69,1,0
2687.85,258,3,27,1,1,3.02,0,0
2936.27,230,16,3,1,1,6.99,1,0
3728.47,189,17,35,0,1,4.47,0,0
2161.14,10,19,64,1,1,8.51,1,0
642.26,676,22,97,1,1,2.01,0,0
1422.46,502,1,46,1,0,4.24,0,0
1818.6,85,7,80,0,0,5.62,0,0
3231.36,49,12,38,0,1,1.35,0,0
2856.04,838,22,37,1,1,5.92,0,0
1783.7,1008,21,43,1,1,2.98,0,0
4932.64,689,19,50,2,1,2.37,0,0
3030.85,387,21,96,0,1,1.5,0,1
1189.95,970,14,84,0,0,3.56,0,0
513.4,1006,19,25,0,1,9.3,1,0
768.53,218,22,35,1,0,0.41,0,0
1233.56,1005,8,68,0,1,8.54,0,0
807.6,255,2,96,2,1,4.03,0,0
936.9,236,2,0,0,1,5.66,1,0
1429.05,1050,1,52,1,0,5.18,0,0
871.0,271,0,5,1,1,9.26,0,0
4484.34,123,13,36,1,1,7.72,0,0
405.77,656,16,1,0,1,9.85,0,0
2624.93,259,12,68,1,0,7.96,0,0
2054.93,948,18,89,0,1,3.03,0,0
4911.98,47,22,40,0,1,9.63,0,0
564.63,863,14,50,0,1,9.84,0,0
1992.29,525,13,46,1,0,1.32,0,0
4847.5,888,1,12,0,0,9.02,0,0
4328.21,208,6,75,2,1,6.68,1,0
4086.27,747,16,68,0,1,9.23,0,0
1293.22,149,17,65,0,1,9.17,0,0
858.58,438,5,58,0,1,8.92,1,0
3344.87,155,20,67,1,0,8.86,0,1
4647.23,358,7,58,0,0,1.26,0,1
2786.03,456,1,90,1,0,1.52,0,0
2860.21,776,0,9,1,1,1.27,0,0
1403.5,629,15,12,2,1,1.0,1,0
3848.62,832,6,1,0,0,3.6,0,1
939.28,486,21,89,0,0,6.87,0,0
1621.78,533,23,14,1,1,3.61,1,0
2130.06,200,10,45,1,1,7.23,0,0
2540.51,371,14,56,0,1,8.22,1,0
1215.84,1014,12,9,1,1,6.7,0,0
578.61,853,23,21,0,1,4.7,0,0
3055.05,248,1,88,1,0,3.03,0,0
1446.71,788,13,78,0,0,1.33,0,0
2908.28,264,23,76,0,0,4.99,0,0
776.04,1082,5,7,0,0,7.22,0,0
2408.29,31,8,20,1,1,5.53,0,0
2665.28,605,6,84,2,1,7.24,0,0
263.86,502,17,21,0,0,3.42,0,0
1686.34,886,23,96,1,1,0.76,0,0
676.4,549,8,44,1,1,7.73,0,0
321.56,839,22,90,1,1,2.28,0,0
4949.85,848,3,39,0,1,6.2,0,1
1615.16,614,8,21,1,1,8.06,1,0
4050.32,412,3,29,0,0,1.48,0,0
1276.93,432,11,61,0,1,6.03,0,0
3409.11,678,3,72,1,1,6.92,0,0
3802.34,159,23,44,1,1,7.49,0,0
2980.22,14,19,34,1,1,1.56,0,0
2360.52,373,13,81,2,1,8.27,0,0
2062.15,225,23,41,1,1,1.03,0,0
1747.6,511,23,4,0,1,5.24,0,0
4648.0,603,6,26,0,1,4.49,1,1
4153.94,216,12,69,1,1,2.3,0,0
4825.31,988,21,61,2,1,3.09,0,0
625.86,840,7,31,2,1,1.73,0,0
3655.68,727,22,7,1,0,4.31,0,0
4692.01,554,4,84,1,1,0.45,0,0
910.26,1066,11,17,1,1,8.9,0,0
337.15,676,12,77,0,0,1.72,0,0
3706.9,873,19,14,0,1,8.87,0,0
2874.49,283,13,25,1,1,8.65,0,0
4209.93,1082,17,52,1,1,4.57,0,0
703.16,834,23,43,2,0,5.03,0,0
3977.36,537,19,31,0,1,3.09,0,0
1012.13,923,3,27,1,0,9.97,0,0
822.46,842,20,38,1,1,6.74,0,0
825.51,948,17,31,1,1,9.52,0,0
4073.8,665,6,76,0,1,4.21,0,0
3327.66,67,14,78,1,1,8.84,0,1
2617.71,6,20,17,1,0,4.54,0,0
1797.36,637,5,69,1,1,8.68,1,0
4386.62,314,15,10,1,1,1.4,1,0
1965.26,565,19,31,1,0,6.4,0,0
4083.91,826,23,19,0,1,6.82,0,0
2198.48,506,7,96,0,1,6.6,0,0
1887.84,1026,20,39,1,1,4.53,0,0
2316.09,204,15,7,0,0,6.87,0,0
1510.38,662,21,34,2,1,2.47,0,0
3739.31,805,15,68,0,1,6.0,0,0
2516.09,404,2,98,0,0,5.59,0,0
1164.9,536,16,77,1,0,3.25,0,0
4498.37,577,8,20,0,0,7.81,0,1
1922.54,763,2,23,1,1,0.9,0,0
2720.05,117,19,16,1,1,1.8,0,0
4532.83,628,6,17,0,1,4.76,0,0
3123.07,749,17,97,2,0,8.93,0,0
588.91,105,11,11,0,1,5.79,1,0
4699.46,495,18,15,1,1,8.44,1,0
3140.4,46,15,3,0,0,5.22,0,1
1677.85,823,21,88,0,1,7.88,0,0
700.66,982,23,33,1,0,3.33,0,0
3971.16,960,16,91,1,1,8.17,0,0
3102.26,845,19,45,0,1,4.08,0,0
2669.64,449,14,74,1,1,5.63,0,0
4469.99,536,0,76,1,1,1.84,1,0
3944.04,511,1,30,1,1,9.21,0,0
762.62,540,7,24,0,0,7.04,0,0
1562.05,16,21,73,1,1,8.6,0,0
1246.2,243,1,23,1,1,2.16,0,0
3721.01,912,18,64,1,1,0.77,1,0
172.49,761,8,24,2,0,3.44,0,0
2851.6,705,8,27,0,0,5.22,0,0
3813.48,115,12,35,0,1,8.04,0,0
4384.44,397,5,81,0,0,4.04,0,0
1713.7,394,14,5,0,0,2.77,0,0
4107.18,978,18,65,0,1,3.79,1,1
557.61,297,20,66,1,1,7.07,0,0
4233.03,1002,14,71,0,1,3.43,1,0
641.81,178,17,94,0,1,9.79,0,0
1989.45,967,6,47,0,1,1.83,0,0
3987.49,315,10,82,0,0,7.56,1,0
753.84,1063,7,69,0,1,5.93,1,0
1150.11,259,5,77,1,1,2.41,1,1
3612.65,7,7,66,0,1,7.56,0,0
3601.58,49,1,47,2,1,4.53,0,0
3207.53,161,18,64,0,0,6.86,0,0
3471.27,176,15,43,2,0,6.66,0,0
2715.91,1026,6,93,0,1,1.2,0,0
1262.74,1001,9,62,1,1,8.42,0,0
1731.75,455,11,45,1,0,6.85,0,0
912.08,276,16,18,1,0,7.83,0,0
4542.71,498,6,63,1,1,4.53,0,0
2919.04,676,21,82,2,1,2.03,0,0
2007.25,1052,7,72,1,1,3.33,1,1
2312.72,1025,6,70,1,0,9.02,0,0
4736.68,56,3,49,1,1,9.39,0,0
770.99,547,2,62,1,1,4.87,0,0
2933.22,36,18,40,1,1,3.06,1,0
2531.91,439,14,6,0,0,7.33,1,1
3059.21,595,3,8,1,1,7.68,0,0
95.46,307,8,3,0,1,8.17,0,0
4361.26,619,12,88,1,0,0.41,0,0
4660.93,357,17,48,0,0,0.2,0,1
2827.84,181,20,75,0,1,3.64,0,0
3484.77,68,15,5,1,1,1.61,0,0
4612.88,292,0,81,1,1,8.07,0,0
3537.66,692,3,20,0,1,5.38,0,0
766.93,181,17,14,0,1,8.27,0,0
2883.56,434,7,66,0,0,1.85,0,0
3035.54,914,19,65,1,1,6.31,1,0
2123.53,66,15,55,0,1,5.84,0,0
3683.54,1045,20,67,1,1,3.47,0,0
4672.16,384,10,31,1,0,5.22,0,0
4628.21,39,19,65,2,0,5.93,0,0
2256.94,822,20,28,0,1,8.91,1,0
570.62,602,20,65,0,0,0.65,0,0
4924.28,785,20,33,1,0,8.25,1,1
4195.3,671,18,26,1,0,9.8,1,0
627.69,479,22,59,0,0,7.34,0,1
4604.61,561,18,38,1,1,7.4,0,0
4350.13,101,17,43,0,1,2.26,1,0
2596.6,514,18,81,0,0,5.28,1,0
2958.42,176,10,35,0,1,7.09,1,0
1998.02,238,2,18,1,1,6.06,1,0
278.53,910,7,90,0,1,3.91,0,0
1679.31,1083,19,44,0,1,9.41,0,0
4015.25,871,18,83,0,1,5.19,0,1
28.14,495,9,20,1,0,9.7,0,0
1670.83,947,15,22,1,1,5.68,0,0
1993.85,755,4,93,0,1,7.95,0,1
2689.29,211,19,88,0,1,7.45,0,0
4599.68,140,8,94,0,1,6.64,1,0
1735.0,541,7,26,1,1,0.24,0,0
1738.03,270,10,97,0,1,0.87,0,0
3688.82,1036,15,71,1,1,5.86,0,0
2263.83,506,6,18,0,1,9.13,0,0
1126.9,32,14,40,0,0,6.05,0,1
2264.94,1093,23,25,0,0,2.44,1,0
708.58,813,20,27,1,1,3.27,0,0
886.05,362,19,63,1,0,6.27,0,0
2494.35,929,22,67,2,1,6.01,0,0
2097.53,100,16,94,0,1,9.56,0,0
4574.66,9,5,79,0,1,5.34,0,0
1815.16,697,14,50,1,1,3.61,0,0
2905.04,1053,7,73,1,1,5.3,0,0
3163.16,462,6,47,1,0,7.88,0,0
70.41,921,1,9,0,1,5.45,0,0
3319.37,390,12,72,0,1,3.33,0,1
894.29,632,22,38,0,1,3.45,0,0
4805.55,682,5,99,1,1,7.59,1,1
747.57,157,4,99,1,1,0.76,0,0
2076.05,335,19,18,1,1,2.82,0,0
431.32,260,0,63,0,1,1.62,0,0
4984.39,82,17,18,1,1,9.45,0,0
2513.46,754,14,75,0,1,0.99,0,0
2978.95,720,22,61,0,0,7.61,0,0
340.05,75,9,12,2,1,6.34,0,0
3751.05,626,2,24,1,1,6.36,1,1
1053.48,62,4,99,1,1,7.66,0,0
4490.78,874,23,88,1,0,4.06,0,0
1029.67,320,12,91,0,1,4.07,0,0
957.49,102,7,41,1,1,2.96,0,0
187.57,874,21,38,1,1,6.02,0,1
2362.97,954,20,29,0,1,9.31,1,0
2826.38,255,1,4,1,0,9.25,1,0
333.21,570,8,80,1,1,7.06,0,0
3878.76,112,16,17,0,1,9.07,1,0
2269.18,985,17,20,0,1,9.64,0,0
2624.33,998,12,85,0,1,7.97,0,0
2206.61,461,0,49,1,0,4.14,0,0
2006.81,708,11,5,1,1,4.88,0,0
2800.4,887,19,49,1,1,9.32,0,0
780.43,1076,19,79,0,0,6.73,1,1
913.73,520,20,65,1,1,8.22,0,0
4309.62,812,4,0,1,1,1.25,1,0
4730.85,236,7,56,0,1,2.02,0,0
1869.68,927,14,29,1,1,3.51,0,0
1357.37,557,2,57,1,1,1.96,0,0
3221.78,649,5,51,0,1,9.07,0,0
2046.63,234,12,36,0,1,2.25,1,0
131.8,1056,11,47,1,0,5.62,0,0
784.98,579,18,86,1,1,0.95,0,0
3581.28,542,17,0,1,1,1.63,0,0
3296.33,114,23,18,1,0,2.55,0,0
140.34,204,0,45,0,1,9.83,0,1
1113.75,1053,6,66,0,1,7.99,0,0
1159.22,643,11,1,1,1,6.77,0,0
3361.1,474,9,55,0,0,9.17,0,0
103.45,697,11,16,1,1,9.57,1,0
525.02,253,10,91,0,1,4.59,1,0
4000.58,905,3,81,0,1,3.34,0,0
896.83,386,18,96,0,1,3.22,0,0
3265.47,62,5,78,0,1,0.45,0,0
1194.72,515,8,21,1,0,2.87,1,1
501.71,430,19,26,0,1,3.61,0,0
1219.65,580,9,54,2,0,0.47,0,0
3612.72,743,4,31,1,1,8.84,0,0
4279.2,675,12,59,0,0,8.49,0,0
4151.95,311,8,82,0,1,2.59,0,0
1988.93,471,1,27,1,1,8.05,1,0
3342.09,809,17,27,0,1,7.98,0,0
1028.9,172,20,73,2,1,3.42,0,0
1469.27,576,0,83,1,0,7.0,0,0
4482.2,31,23,24,0,1,2.97,1,0
69.94,47,20,84,1,1,0.8,0,1
432.12,130,11,77,0,1,5.1,0,0
1043.39,352,9,85,0,0,4.44,1,0
137.53,978,1,25,2,0,1.47,0,0
911.27,58,8,74,0,1,4.96,0,0
2917.29,812,1,70,1,1,9.5,0,1
2110.02,768,22,16,2,1,7.34,0,0
4463.9,683,23,81,0,0,7.41,0,1
4088.13,997,21,6,0,1,7.6,1,0
1712.38,286,13,55,0,1,7.47,0,0
1300.82,886,10,63,0,0,0.3,0,0
1901.56,397,22,19,0,1,9.25,0,0
2953.52,26,10,37,1,1,8.32,0,0
1343.98,313,16,74,1,1,2.82,0,0
3122.62,126,3,57,1,0,5.57,0,0
2050.01,811,12,15,0,1,6.19,1,1
2762.48,188,6,50,1,0,1.41,0,0
2183.45,698,15,26,1,1,2.61,0,0
1475.86,810,0,50,0,1,0.33,0,0
4742.52,716,12,74,0,1,8.65,0,0
3819.21,450,0,15,0,0,0.35,0,0
704.87,523,10,86,2,1,3.26,0,0
4343.0,986,5,59,1,0,0.87,0,0
2439.72,658,19,75,1,1,7.84,0,0
4473.29,597,2,39,1,0,9.26,1,0
4000.28,100,11,66,1,1,5.67,0,0
2128.94,616,4,1,0,1,1.48,1,1
117.23,948,8,47,1,0,5.63,0,1
1347.04,556,11,51,1,1,7.73,0,0
2710.46,278,9,23,0,1,7.21,0,0
3169.22,491,18,92,2,1,7.44,1,0
1293.15,255,4,97,0,0,2.86,0,0
701.08,381,4,83,0,1,0.83,0,0
4175.48,892,8,81,1,0,1.57,0,1
4922.09,542,19,77,1,1,9.56,0,0
2630.82,825,16,81,0,1,6.17,0,0
862.54,879,9,1,1,1,7.31,0,0
1365.18,281,20,64,0,1,9.0,0,0
96.86,773,0,19,1,1,8.54,0,0
4571.92,843,21,33,0,0,2.26,0,1
593.17,719,15,40,0,1,0.67,0,0
2884.7,328,14,40,0,1,9.26,0,0
1373.91,211,22,74,0,1,9.82,0,0
2773.12,727,16,90,0,0,5.72,0,0
3258.84,923,19,22,1,1,8.9,0,0
4149.56,552,12,37,0,1,2.39,0,0
1036.07,26,0,43,0,1,1.2,1,0
59.92,27,7,66,0,1,5.05,0,0
688.74,702,4,61,0,1,8.13,0,0
4500.59,682,5,11,0,1,6.58,1,1
4370.08,413,22,29,0,1,6.41,0,0
2989.08,167,19,94,0,1,0.27,0,0
3004.58,169,13,86,0,0,3.24,0,0
3326.86,229,21,64,1,1,9.4,0,0
880.98,367,22,40,1,1,1.43,0,0
4572.49,528,10,19,0,1,7.29,0,0
2096.76,791,5,5,0,1,7.62,0,0
1918.78,524,10,74,0,0,7.36,0,0
2596.99,106,12,98,0,1,9.89,0,0
239.6,732,11,3,0,1,4.15,0,0
835.59,965,21,92,1,1,6.85,0,0
3691.48,133,1,9,0,1,2.02,0,0
418.58,534,20,50,2,0,4.06,0,0
3017.74,975,2,92,0,0,4.97,1,0
1230.52,269,22,37,1,1,2.23,0,0
1949.53,673,3,0,1,0,9.08,1,0
1447.03,791,16,7,0,0,7.19,0,0
1781.59,18,21,80,0,1,2.91,0,0
3596.63,117,5,82,1,1,1.44,0,0
1489.12,798,6,62,1,0,2.95,0,0
2834.19,551,14,32,0,0,6.27,0,0
2382.87,929,10,14,0,1,8.28,0,0
3320.04,753,23,30,0,0,5.08,1,0
4684.46,422,2,20,0,1,1.11,1,0
3664.2,646,5,2,2,1,2.57,0,0
1078.63,558,1,65,1,1,3.52,0,1
160.76,50,13,34,0,1,6.4,0,0
1315.01,678,8,40,0,0,2.54,0,0
2977.41,106,17,58,0,0,2.42,0,0
261.87,658,18,15,1,1,2.93,0,0
2484.35,988,11,55,2,1,5.97,0,0
2986.23,842,12,44,0,1,4.98,0,0
1674.55,446,11,58,0,0,8.43,0,0
3855.71,70,11,49,2,1,7.01,0,0
537.46,150,17,84,0,1,6.7,1,0
380.31,774,8,11,0,1,1.63,1,0
3642.3,944,16,91,0,0,0.65,0,0
2479.98,455,20,11,0,1,5.15,0,0
3443.57,946,15,32,0,0,0.81,0,0
2176.96,601,16,83,2,1,3.7,0,0
1235.78,653,20,48,1,1,0.36,0,0
4096.42,725,23,20,0,1,1.85,0,1
3998.08,233,7,59,0,1,1.19,0,0
3475.01,251,10,51,1,1,8.03,0,0
1364.36,79,23,53,0,0,3.53,0,0
2953.2,1076,1,38,0,0,0.88,0,0
1808.06,898,7,48,0,0,2.73,0,0
462.45,921,11,63,1,0,6.86,1,0
4586.98,781,20,99,0,0,7.48,0,1
688.41,226,0,85,0,1,1.29,0,0
4751.44,1075,22,25,0,1,7.81,0,0
2232.8,1058,12,70,0,0,3.77,0,0
929.74,803,21,6,2,0,6.83,0,0
2711.8,742,20,71,1,1,6.75,0,0
4365.36,131,16,61,0,1,7.96,0,0
3662.46,1023,13,89,0,0,7.0,0,0
4033.77,632,13,87,1,1,0.48,0,0
3295.62,838,15,23,0,1,5.24,0,0
3462.92,759,16,39,1,1,1.75,1,0
4246.73,704,5,75,1,1,9.7,0,0
1252.09,497,6,46,0,1,2.63,0,0
2449.68,323,0,7,2,0,4.26,0,0
1109.94,615,14,53,0,0,2.05,0,0
4938.4,329,19,8,0,1,1.43,0,0
4720.58,133,20,2,1,1,6.05,0,0
201.94,835,17,53,1,1,4.98,0,0
3529.35,651,12,20,1,0,3.81,0,1
4626.62,121,23,94,1,1,0.95,0,0
906.97,606,1,47,0,1,7.39,0,0
2841.89,965,18,46,0,1,0.16,0,0
4577.86,129,14,87,0,1,4.63,0,0
174.56,29,11,67,1,1,6.36,0,0
3488.61,722,14,83,0,1,4.36,0,0
1490.26,333,17,62,0,1,1.35,0,0
4622.36,944,13,15,2,1,7.8,0,0
4855.44,1048,5,73,0,0,3.31,0,0
4721.61,356,11,89,0,1,1.43,0,0
2373.7,139,19,92,0,0,5.55,0,0
4310.9,29,22,4,0,1,0.29,0,1
4223.52,931,5,10,0,1,3.31,1,0
1598.91,496,8,28,0,0,7.53,0,0
4145.43,1014,3,78,0,0,9.14,1,1
189.85,655,16,69,0,1,5.96,0,0
2983.37,828,1,47,0,1,2.25,0,0
1153.89,351,15,14,0,0,2.28,0,0
607.23,554,23,83,0,0,6.08,0,0
389.38,299,13,33,0,1,4.13,0,0
3482.96,64,7,59,0,1,1.85,0,0
1702.68,755,13,61,1,1,7.9,0,0
3625.21,770,1,1,1,1,2.08,1,0
331.45,834,15,79,0,1,3.28,0,0
1579.88,166,3,18,0,0,0.71,0,0
2699.76,506,0,97,1,1,7.04,1,0
3954.66,793,22,48,1,1,2.83,0,1
1597.17,833,19,77,2,0,2.41,1,0
3131.33,858,13,87,0,1,3.1,0,0
4430.46,806,7,27,1,1,8.75,1,0
3081.24,761,2,47,1,1,5.23,1,1
1168.63,833,4,95,0,1,1.66,1,0
126.88,283,5,36,0,1,7.77,0,0
4351.14,379,21,73,0,1,2.16,1,0
111.24,198,7,48,0,1,4.18,0,0
4374.13,1015,5,47,0,1,5.72,0,0
2647.04,1024,5,72,1,1,5.89,0,0
4695.64,556,3,87,0,1,0.78,0,1
3994.92,356,6,99,0,1,8.38,0,1
4989.68,1041,23,28,1,0,4.85,0,0
1756.81,639,18,59,0,0,9.89,1,1
3837.11,379,6,28,0,1,7.2,0,0
2012.64,680,2,57,0,1,9.93,1,1
2401.98,506,7,47,0,0,4.59,1,0
3139.39,899,0,22,0,0,1.49,0,0
4369.02,76,0,26,1,1,7.3,0,1
4920.5,231,13,94,0,1,7.8,0,0
3842.53,962,5,6,1,1,8.54,0,0
2091.75,302,9,48,0,0,3.08,0,0
2109.68,726,13,53,2,1,5.16,0,1
3689.22,215,3,67,1,1,8.59,0,0
1197.69,69,5,77,2,0,8.66,0,0
556.82,393,15,41,0,1,0.35,0,0
1776.34,267,20,73,1,1,6.74,0,0
1439.76,1093,0,58,1,0,6.06,0,0
1485.06,611,5,43,1,1,0.93,0,0
1171.87,1009,8,97,0,1,9.31,0,0
215.26,962,14,25,0,0,4.51,1,1
94.28,728,11,22,0,0,6.78,0,1
4938.67,673,2,72,0,0,8.84,0,1
2141.73,423,10,7,1,1,1.39,0,0
1924.71,115,14,52,1,0,8.57,1,0
3399.84,220,2,13,1,1,7.27,0,0
1095.18,31,13,70,0,1,8.41,0,0
4750.06,617,1,6,0,1,5.0,0,0
3932.79,539,3,8,0,1,0.43,0,0
451.61,739,18,2,0,1,6.74,0,0
2090.82,1026,11,77,1,1,3.81,0,0
4396.2,871,1,16,0,1,4.08,0,0
4723.94,101,16,43,1,1,4.47,0,0
2339.67,1082,2,85,0,1,4.98,0,1
3068.99,692,9,45,1,1,6.65,0,0
839.33,941,15,89,0,1,7.3,0,0
4955.89,341,21,57,0,1,7.79,1,0
1162.2,861,8,27,0,1,6.75,1,1
4713.95,1044,10,13,0,1,8.05,0,0
3249.99,38,20,8,1,1,1.31,0,0
3040.65,660,14,25,1,0,8.38,1,0
2565.88,928,2,1,0,1,3.93,0,0
1157.2,1050,15,74,0,0,5.33,0,0
886.76,454,20,80,1,0,4.39,0,0
1106.33,737,20,33,0,1,4.81,0,0
936.26,819,20,18,0,1,2.93,0,0
3899.02,773,11,38,1,1,1.78,0,0
1753.88,13,22,81,0,1,1.14,0,0
293.92,915,4,12,1,0,4.57,1,0
4845.67,921,6,4,1,1,1.34,1,1
4419.51,825,8,49,1,1,2.53,0,1
4639.12,371,20,22,1,0,1.42,0,0
4974.56,332,17,87,0,1,1.18,0,0
873.61,261,20,28,0,1,8.84,1,1
1984.23,697,7,71,2,1,6.77,0,0
3792.4,687,11,25,0,1,9.25,0,1
3481.62,950,19,78,1,1,6.48,0,0
773.71,387,1,56,1,1,8.46,0,0
4080.09,821,9,0,1,1,5.6,0,1
1126.08,468,18,27,0,1,4.68,0,0
1122.97,69,8,61,0,1,5.33,0,0
2687.19,200,23,46,0,1,3.27,0,0
2966.73,216,7,77,0,0,6.61,0,0
2902.53,212,23,97,2,1,8.98,0,1
461.98,508,23,58,1,1,7.85,0,0
4387.92,16,23,30,1,1,4.67,0,0
1331.67,884,0,69,0,1,9.54,0,0
651.93,332,5,48,0,1,9.86,0,0
4444.3,717,11,4,0,1,4.98,0,0
4778.48,551,23,30,0,1,8.66,0,0
4311.33,942,18,36,0,1,0.15,0,0
4048.53,256,16,78,0,1,0.76,1,0
3277.93,992,1,14,0,1,0.32,0,1
2756.53,728,10,51,0,1,7.75,0,0
439.5,880,17,68,2,1,0.89,0,0
2045.22,815,22,91,0,1,0.27,0,0
1866.58,649,21,96,1,0,1.56,0,0
1302.47,1000,10,10,0,0,3.13,0,0
3618.48,471,17,42,0,1,4.7,0,0
2481.9,690,7,69,0,1,0.75,0,0
409.83,700,14,22,1,1,5.04,0,0
1104.82,507,8,39,0,1,2.56,1,0
3417.88,992,14,62,0,1,2.82,0,0
385.27,1010,6,1,1,1,8.24,0,1
4256.78,804,19,78,0,0,9.87,0,0
2478.26,831,12,86,0,1,4.69,0,0
2405.53,214,12,85,0,1,3.29,0,0
2964.08,169,0,72,0,1,9.32,1,0
4124.28,978,19,46,1,1,5.05,1,1
1742.31,146,3,29,1,0,7.33,0,0
3391.69,516,23,15,0,1,4.2,0,0
2830.83,453,3,58,0,0,2.11,0,1
1338.81,60,3,46,1,1,6.58,0,0
4393.76,528,12,29,0,1,6.68,0,0
3988.14,1024,1,8,1,1,4.66,0,0
3293.97,474,22,64,0,1,2.77,0,0
4253.66,757,14,58,1,1,8.33,0,0
4337.13,782,3,63,2,0,2.83,0,0
3543.27,433,5,7,1,1,6.62,0,0
4185.88,401,2,51,0,1,3.9,0,1
3488.87,57,6,17,1,0,4.78,1,0
3402.3,1003,5,90,1,1,2.19,0,0
3094.96,186,2,81,1,1,6.53,0,0
3764.82,398,3,95,0,1,2.34,0,1
797.23,605,9,57,1,1,4.91,0,0
4404.95,788,20,48,0,1,3.35,0,0
4359.86,158,8,31,0,0,9.64,0,0
151.09,589,5,47,1,0,9.82,0,0
4129.95,466,19,44,0,1,7.56,0,0
648.7,446,10,53,1,1,9.84,0,0
1678.92,801,6,99,1,0,1.22,1,0
3718.82,929,17,99,2,0,9.92,0,1
808.0,17,3,84,1,1,1.13,1,0
4090.75,731,4,45,0,1,4.21,0,1
4161.51,326,3,95,0,1,2.47,0,0
2539.8,995,3,30,0,0,9.54,0,0
36.9,613,12,36,0,1,6.39,0,0
1438.76,546,15,15,0,1,6.01,0,1
3086.55,596,13,45,1,1,9.97,0,0
4906.02,921,10,45,0,1,6.16,1,0
3160.91,842,1,77,0,0,6.5,0,0
1302.72,344,21,87,1,1,0.54,0,0
3171.86,859,13,88,0,1,8.6,0,1
2702.23,445,23,60,0,1,9.7,0,0
3900.33,222,23,45,0,0,9.61,0,0
539.37,592,6,50,1,1,2.29,0,0
3806.33,1031,10,61,1,1,2.34,0,0
2708.63,1018,3,34,1,0,3.72,0,0
4815.15,16,6,80,0,1,3.17,0,0
1712.65,524,15,41,1,1,3.13,0,0
3164.95,803,5,44,1,1,6.09,0,0
4660.48,21,5,67,0,0,8.08,0,0
517.04,228,1,74,0,1,9.37,0,0
4686.46,1008,23,46,1,0,0.77,1,1
3440.99,809,7,78,0,0,2.85,0,0
343.85,404,6,29,1,1,2.62,0,0
1508.31,1090,23,23,0,1,3.64,1,1
3542.32,437,13,65,1,0,4.3,0,0
341.42,829,8,42,0,1,3.95,0,0
2912.94,934,14,33,0,0,9.53,0,1
1732.69,259,21,22,0,1,4.43,1,1
3106.47,103,17,60,1,0,5.56,0,0
233.48,993,11,94,1,1,7.51,0,0
4358.33,769,22,36,1,1,7.28,0,0
4867.58,813,18,12,1,1,5.87,0,0
4844.54,226,12,96,0,1,8.62,0,0
3749.51,943,6,70,1,1,6.28,0,0
654.78,463,9,95,0,1,8.76,0,0
3792.52,237,9,6,0,0,3.1,0,0
127.81,1050,1,41,0,0,1.41,1,0
115.51,506,13,37,0,1,8.21,0,0
1621.43,814,12,51,0,0,3.89,0,0
2445.77,767,21,43,0,1,6.55,0,0
3853.19,634,5,63,0,1,7.4,1,0
3418.06,991,8,12,1,1,3.33,0,0
2232.28,618,12,87,0,1,5.1,0,0
1371.77,273,8,27,0,0,8.96,1,0
4985.64,232,12,95,1,0,8.81,0,0
2133.78,768,4,81,0,0,7.52,0,0
2259.68,496,13,97,1,0,7.65,0,0
822.3,1048,4,97,1,1,8.99,0,0
3975.07,502,8,0,0,1,7.39,0,0
3469.94,25,7,42,0,1,3.46,0,0
1107.74,288,6,41,0,1,1.3,0,0
