customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0181,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,No internet,Yes,One year,No,Mailed check,78.02,7726.97,Yes
CUST0182,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,39.3,3540.74,No
CUST0183,Male,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet,Yes,One year,Yes,Credit card,100.2,4518.86,Yes
CUST0184,Male,1,No,No,40,Yes,Yes,No,No internet,No,Yes,Yes,No,Yes,Two year,No,Electronic check,95.33,5066.25,No
CUST0185,Male,0,No,No,46,Yes,Yes,DSL,Yes,No internet,No,No,No,No,Month-to-month,No,Electronic check,89.59,7485.19,No
CUST0186,Female,0,Yes,No,17,No,No phone service,DSL,No,Yes,No,No internet,Yes,Yes,Two year,Yes,Mailed check,68.75,2128.28,No
CUST0187,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet,Month-to-month,Yes,Electronic check,56.52,4928.87,Yes
CUST0188,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No internet,No,Yes,No internet,One year,Yes,Mailed check,57.56,2665.29,Yes
CUST0189,Female,0,No,No,12,Yes,No,DSL,No,No internet,No,No internet,Yes,No,Month-to-month,Yes,Electronic check,70.31,1813.77,Yes
CUST0190,Male,0,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,27.73,770.87,Yes
CUST0191,Male,0,No,Yes,1,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,88.23,5003.62,Yes
CUST0192,Male,0,Yes,No,15,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.15,7068.48,No
CUST0193,Male,0,Yes,Yes,8,No,No,Fiber optic,No internet,No,No internet,No,Yes,No internet,Month-to-month,No,Credit card,42.48,2876.0,Yes
CUST0194,Male,0,No,Yes,37,Yes,No,Fiber optic,No internet,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,47.83,4466.08,Yes
CUST0195,Female,0,No,No,53,Yes,No phone service,DSL,Yes,No internet,No,Yes,No,No internet,Month-to-month,Yes,Electronic check,38.03,5172.86,No
CUST0196,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,No,Yes,No internet,No,One year,No,Mailed check,110.16,3375.74,No
CUST0197,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No internet,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,36.9,7236.45,Yes
CUST0198,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,No internet,Yes,No,Month-to-month,Yes,Mailed check,108.29,2965.77,Yes
CUST0199,Male,0,No,Yes,8,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,77.22,1087.59,Yes
CUST0200,Male,0,Yes,No,7,Yes,Yes,DSL,No internet,No,No,No,No internet,Yes,Month-to-month,Yes,Electronic check,106.75,1237.76,No
CUST0201,Female,0,Yes,No,6,Yes,No,DSL,No internet,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,67.41,7137.78,No
CUST0202,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer,112.76,7905.26,No
CUST0203,Male,0,Yes,No,17,Yes,Yes,No,No,No,No internet,No,No,No,Month-to-month,No,Electronic check,41.15,2382.61,No
CUST0204,Female,0,Yes,No,2,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,75.47,1234.46,No
CUST0205,Male,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer,32.58,3909.48,Yes
CUST0206,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No internet,No,No,Yes,No internet,Month-to-month,Yes,Electronic check,64.72,5705.27,Yes
CUST0207,Female,1,Yes,No,43,No,No phone service,No,Yes,No,No,No,No internet,No,One year,No,Electronic check,76.99,4937.98,No
CUST0208,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,80.57,7613.75,Yes
CUST0209,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No internet,Yes,No,No,No internet,Month-to-month,Yes,Credit card,56.55,6560.45,No
CUST0210,Male,0,Yes,Yes,53,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,27.63,6964.88,Yes
CUST0211,Male,0,No,No,53,Yes,Yes,DSL,No,No internet,No,No,No,No,Month-to-month,No,Electronic check,85.53,4379.17,Yes
CUST0212,Male,0,No,Yes,64,Yes,Yes,No,No,No internet,No,No,No,No internet,One year,Yes,Electronic check,68.84,2685.47,No
CUST0213,Male,0,No,Yes,20,Yes,Yes,No,No,No internet,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,33.69,5643.71,No
CUST0214,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No internet,No internet,No internet,No internet,Yes,Yes,Month-to-month,No,Mailed check,113.59,3568.52,Yes
CUST0215,Male,1,No,Yes,56,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,115.57,2373.26,No
CUST0216,Female,1,Yes,No,48,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card,105.66,1302.94,No
CUST0217,Male,1,No,Yes,53,Yes,Yes,Fiber optic,No internet,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,104.39,4270.21,No
CUST0218,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No internet,No,No internet,One year,No,Mailed check,29.87,4794.6,Yes
CUST0219,Male,0,No,No,52,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,119.34,4593.41,Yes
CUST0220,Male,1,No,Yes,43,Yes,No,DSL,No internet,No,No,No,No internet,Yes,One year,No,Credit card,60.04,1020.73,Yes
CUST0221,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No,No internet,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,36.31,4602.9,Yes
CUST0222,Female,0,No,Yes,52,Yes,No,DSL,No,No internet,No internet,No,Yes,No,Month-to-month,Yes,Electronic check,101.21,1430.47,Yes
CUST0223,Female,0,Yes,Yes,45,Yes,Yes,DSL,No,No internet,No,No,No internet,No internet,Month-to-month,Yes,Bank transfer,42.57,5343.34,No
CUST0224,Female,0,No,No,12,Yes,No,DSL,Yes,No internet,No,No internet,No,No,Month-to-month,Yes,Electronic check,72.62,3492.13,Yes
CUST0225,Female,1,No,No,36,No,Yes,Fiber optic,No internet,No,Yes,Yes,No internet,No internet,One year,Yes,Electronic check,32.8,6805.43,Yes
CUST0226,Male,0,Yes,Yes,23,Yes,No,No,No internet,No internet,No,Yes,Yes,Yes,Two year,No,Bank transfer,67.46,6248.3,Yes
CUST0227,Female,0,No,No,1,Yes,No,No,No,No internet,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,75.81,5822.62,Yes
CUST0228,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No internet,No,No internet,Month-to-month,Yes,Electronic check,64.59,5635.82,Yes
CUST0229,Male,0,No,No,9,Yes,No,No,Yes,Yes,No,No,No internet,No internet,Month-to-month,No,Mailed check,26.95,4527.86,Yes
CUST0230,Female,0,No,Yes,34,Yes,No phone service,Fiber optic,No,No internet,No,No,Yes,No internet,Month-to-month,No,Mailed check,68.49,582.8,Yes
CUST0231,Female,1,No,Yes,24,Yes,Yes,Fiber optic,Yes,No internet,No,No,No internet,No,One year,No,Electronic check,66.89,5278.37,Yes
CUST0232,Female,0,Yes,No,2,No,No,Fiber optic,No,No,No internet,No internet,No,Yes,One year,No,Credit card,46.16,3788.69,No
CUST0233,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No internet,No internet,Yes,Two year,Yes,Electronic check,112.16,3809.48,No
CUST0234,Female,0,No,No,11,Yes,No,No,No,No,No internet,No,Yes,No internet,Month-to-month,Yes,Bank transfer,61.78,3094.28,Yes
CUST0235,Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,106.41,7439.66,Yes
CUST0236,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No internet,No,Yes,No internet,Yes,One year,Yes,Mailed check,30.97,2070.67,Yes
CUST0237,Female,1,Yes,Yes,28,Yes,No phone service,Fiber optic,Yes,No internet,No,No internet,No internet,No,Two year,No,Electronic check,51.89,2601.1,Yes
CUST0238,Male,0,No,No,42,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,37.63,7708.02,Yes
CUST0239,Female,0,Yes,Yes,24,Yes,No,DSL,No,No,No internet,Yes,Yes,No internet,One year,Yes,Electronic check,60.84,6500.21,No
CUST0240,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,31.16,211.28,Yes
CUST0241,Male,0,No,Yes,64,Yes,No phone service,DSL,No,No,No internet,No internet,No,No,One year,No,Mailed check,64.1,,No
CUST0242,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.39,1890.51,Yes
CUST0243,Male,0,No,Yes,15,Yes,No,Fiber optic,No internet,No,No internet,No,Yes,No,Month-to-month,No,Credit card,42.33,5676.87,No
CUST0244,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No internet,Yes,No,Month-to-month,No,Electronic check,84.22,4469.28,Yes
CUST0245,Female,1,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,115.09,4340.81,Yes
CUST0246,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,40.71,5771.58,Yes
CUST0247,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No internet,No,No,Month-to-month,Yes,Mailed check,91.18,1736.73,Yes
CUST0248,Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No,No internet,No,No,Month-to-month,No,Bank transfer,94.24,1356.3,No
CUST0249,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No internet,Yes,Yes,No internet,No,Yes,Month-to-month,No,Mailed check,69.81,5250.11,Yes
CUST0250,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No internet,No,No,Yes,One year,No,Electronic check,109.77,2395.58,Yes
CUST0251,Male,1,Yes,No,33,Yes,Yes,No,No internet,No internet,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.64,7794.21,Yes
CUST0252,Female,0,Yes,Yes,36,Yes,Yes,DSL,No internet,No internet,No internet,No internet,No,No,Month-to-month,No,Bank transfer,56.22,3666.94,Yes
CUST0253,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No internet,No internet,Yes,No internet,Yes,Month-to-month,No,Electronic check,85.1,981.62,No
CUST0254,Male,0,No,No,6,Yes,Yes,No,No,No internet,No,No internet,No,No internet,Month-to-month,Yes,Mailed check,86.22,5517.94,Yes
CUST0255,Male,0,No,No,24,No,No,Fiber optic,No,Yes,No internet,No internet,No internet,No,Two year,No,Electronic check,60.36,2518.66,Yes
CUST0256,Male,0,No,No,32,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.68,1273.84,Yes
CUST0257,Female,0,No,No,54,Yes,No phone service,Fiber optic,No,No,No internet,No internet,No,No internet,One year,No,Electronic check,113.37,3440.3,Yes
CUST0258,Female,1,Yes,Yes,57,No,No,DSL,No,No internet,No,No,Yes,Yes,One year,No,Credit card,99.0,7717.36,No
CUST0259,Male,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No internet,No,Yes,No,No internet,Two year,Yes,Bank transfer,31.45,3350.3,No
CUST0260,Male,0,No,Yes,56,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,31.99,2843.94,Yes
CUST0261,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet,Month-to-month,Yes,Electronic check,112.25,3611.62,Yes
CUST0262,Male,0,Yes,Yes,15,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet,Month-to-month,No,Mailed check,,195.71,No
CUST0263,Male,0,No,Yes,42,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,88.84,1151.5,Yes
CUST0264,Male,0,No,Yes,6,Yes,Yes,No,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,42.68,6812.43,Yes
CUST0265,Female,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No internet,No internet,No,No,Month-to-month,No,Electronic check,23.52,7826.47,Yes
CUST0266,Female,0,No,Yes,31,Yes,No,DSL,Yes,No,No,No internet,No,No,Month-to-month,Yes,Credit card,25.96,1347.74,Yes
CUST0267,Female,1,Yes,No,7,Yes,No,No,No internet,No,No,No,No internet,Yes,Two year,Yes,Mailed check,57.35,4330.59,Yes
CUST0268,Male,0,No,Yes,71,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card,27.76,,No
CUST0269,Male,1,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,79.66,1336.99,Yes
CUST0270,Female,0,Yes,No,58,Yes,No phone service,No,No,No internet,No internet,No internet,Yes,No,Month-to-month,No,Electronic check,84.73,1571.85,Yes
CUST0271,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No internet,No internet,Month-to-month,Yes,Electronic check,57.35,7421.85,Yes
CUST0272,Female,0,No,No,66,Yes,Yes,DSL,No,No internet,Yes,No,No,No,Two year,Yes,Bank transfer,94.29,5674.93,No
CUST0273,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No internet,No,No internet,No,No,Two year,No,Electronic check,69.0,1300.54,Yes
CUST0274,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card,63.02,3208.59,No
CUST0275,Female,0,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,No internet,No internet,No,Yes,Two year,No,Credit card,60.7,544.53,Yes
CUST0276,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,No internet,Yes,No,Month-to-month,No,Bank transfer,63.11,3518.11,No
CUST0277,Female,0,No,No,3,Yes,No,DSL,No,Yes,No internet,No internet,No,No internet,Month-to-month,Yes,Bank transfer,116.79,6245.42,Yes
CUST0278,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No internet,No,Yes,No internet,Yes,Month-to-month,No,Bank transfer,88.14,4476.38,Yes
CUST0279,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,No internet,No,No,No,One year,Yes,Bank transfer,51.52,5214.79,No
CUST0280,Female,0,No,No,55,Yes,No,DSL,No internet,No internet,Yes,No internet,No,No internet,Two year,No,Mailed check,93.39,2681.88,Yes
CUST0281,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No internet,No,No,No internet,Month-to-month,No,Bank transfer,53.03,1375.03,No
CUST0282,Female,0,Yes,No,14,Yes,No phone service,DSL,No,No,No internet,No,No,Yes,Month-to-month,No,Credit card,32.57,203.62,No
CUST0283,Male,0,No,No,31,Yes,No phone service,Fiber optic,No,No,No internet,Yes,No,Yes,Two year,No,Electronic check,67.54,6588.37,Yes
CUST0284,Female,0,Yes,Yes,27,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,95.1,5129.57,Yes
CUST0285,Male,1,No,No,21,No,No,Fiber optic,No internet,No,Yes,No,Yes,No,Two year,Yes,Electronic check,57.77,1911.64,No
CUST0286,Male,0,No,No,16,Yes,No,No,No,No internet,No,No,Yes,No internet,Month-to-month,Yes,Electronic check,106.92,3405.63,Yes
CUST0287,Male,0,No,Yes,58,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,58.7,6431.4,No
CUST0288,Male,0,No,Yes,70,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,54.98,4355.73,Yes
CUST0289,Female,1,No,No,56,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet,One year,No,Credit card,119.82,2471.26,No
CUST0290,Male,0,Yes,Yes,25,Yes,Yes,DSL,No internet,No,No,No,No,No,One year,No,Credit card,68.25,2210.76,No
CUST0291,Male,0,No,No,24,Yes,Yes,DSL,Yes,No internet,No,No,Yes,No internet,Month-to-month,Yes,Bank transfer,100.52,1819.15,Yes
CUST0292,Male,0,Yes,No,9,No,No,Fiber optic,No internet,No internet,Yes,No,Yes,Yes,Two year,No,Credit card,100.5,6607.47,Yes
CUST0293,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,112.64,4696.7,No
CUST0294,Female,0,No,Yes,10,No,Yes,No,No,No internet,No,Yes,No,Yes,One year,Yes,Electronic check,28.49,5702.34,No
CUST0295,Female,1,No,No,52,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,47.12,6894.95,No
CUST0296,Female,1,No,No,71,Yes,Yes,Fiber optic,No internet,Yes,Yes,No,No,No,Two year,No,Credit card,96.77,7896.21,No
CUST0297,Male,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No internet,Yes,Month-to-month,Yes,Electronic check,76.26,2070.92,Yes
CUST0298,Male,0,No,Yes,27,Yes,Yes,DSL,Yes,No internet,No internet,No,No,Yes,Month-to-month,Yes,Credit card,75.96,1529.13,No
CUST0299,Female,1,Yes,No,64,Yes,No,Fiber optic,No internet,Yes,No internet,No,Yes,No internet,Month-to-month,No,Bank transfer,36.62,3749.79,Yes
CUST0300,Male,0,No,No,48,Yes,No,DSL,No,No,No internet,Yes,Yes,Yes,Month-to-month,Yes,Credit card,48.12,377.06,No
CUST0301,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No,No internet,No internet,Yes,No,Two year,No,Mailed check,72.13,6354.57,Yes
CUST0302,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,No,Yes,No internet,Yes,Month-to-month,Yes,Mailed check,47.72,7081.7,Yes
CUST0303,Female,0,Yes,No,53,Yes,No phone service,No,No,No,No,No internet,Yes,No internet,Month-to-month,No,Bank transfer,41.03,5519.71,No
CUST0304,Female,0,No,Yes,59,Yes,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,28.78,2217.16,No
CUST0305,Male,0,Yes,No,56,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,,1072.93,Yes
CUST0306,Female,1,No,No,46,Yes,No phone service,DSL,No,No,No,Yes,No internet,Yes,One year,No,Credit card,96.89,3118.94,Yes
CUST0307,Female,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,91.88,6683.35,Yes
CUST0308,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,No,Yes,No internet,No,One year,Yes,Electronic check,24.58,2847.84,No
CUST0309,Female,0,No,Yes,25,Yes,Yes,No,No internet,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,40.33,370.61,Yes
CUST0310,Female,1,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,76.05,2266.81,Yes
CUST0311,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No internet,Yes,No,Yes,No internet,One year,Yes,Mailed check,52.26,7920.57,Yes
CUST0312,Female,0,Yes,No,53,Yes,Yes,No,Yes,No,Yes,No,No internet,No internet,One year,Yes,Bank transfer,102.32,5445.68,Yes
CUST0313,Male,1,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet,Yes,Month-to-month,No,Electronic check,98.5,7216.75,Yes
CUST0314,Male,1,Yes,Yes,49,Yes,Yes,No,No,No,No,No internet,Yes,Yes,Month-to-month,Yes,Bank transfer,109.16,6221.44,Yes
CUST0315,Female,0,Yes,Yes,37,Yes,Yes,No,No,No internet,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,76.29,4363.67,Yes
CUST0316,Male,0,No,Yes,26,Yes,No,DSL,No,No internet,No internet,Yes,No,Yes,Month-to-month,No,Electronic check,55.21,1274.64,Yes
CUST0317,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet,Month-to-month,Yes,Mailed check,80.61,2854.29,No
CUST0318,Male,0,Yes,No,60,Yes,Yes,No,No,No,No,Yes,Yes,No,One year,No,Electronic check,28.91,4711.55,No
CUST0319,Female,0,No,Yes,20,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,20.96,6978.0,Yes
CUST0320,Female,1,No,Yes,45,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet,One year,No,Bank transfer,21.71,2222.53,Yes
CUST0321,Male,0,No,Yes,68,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,60.75,1057.69,No
CUST0322,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No internet,Yes,No,Month-to-month,Yes,Electronic check,42.81,4514.78,Yes
CUST0323,Female,0,No,No,37,Yes,No,DSL,No internet,No,No,No,Yes,Yes,One year,Yes,Mailed check,35.73,1494.36,No
CUST0324,Female,0,Yes,No,61,Yes,No,No,No,No,No internet,No internet,No internet,Yes,One year,Yes,Electronic check,81.53,4921.86,Yes
CUST0325,Female,1,No,Yes,61,Yes,No,DSL,Yes,Yes,No internet,No internet,Yes,No,Month-to-month,No,Electronic check,119.51,2181.82,Yes
CUST0326,Male,0,Yes,Yes,45,No,No,No,Yes,No,No,No internet,No,Yes,Month-to-month,No,Mailed check,37.78,1924.61,No
CUST0327,Male,0,Yes,No,12,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,74.64,3253.53,No
CUST0328,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,31.97,4786.21,Yes
CUST0329,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,113.42,4408.01,Yes
CUST0330,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,49.18,2033.4,Yes
CUST0331,Male,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No internet,No,Yes,No,Month-to-month,Yes,Credit card,107.83,7139.82,Yes
CUST0332,Female,0,No,Yes,32,Yes,No phone service,DSL,Yes,No,No,Yes,No internet,Yes,Month-to-month,Yes,Credit card,48.31,968.07,No
CUST0333,Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,Yes,No internet,No,Yes,Yes,Two year,Yes,Mailed check,100.61,411.79,Yes
CUST0334,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,40.94,,Yes
CUST0335,Female,0,Yes,Yes,27,Yes,Yes,DSL,No,No,Yes,No,No internet,Yes,Month-to-month,Yes,Bank transfer,49.28,1074.92,No
CUST0336,Male,1,No,No,69,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,39.25,4088.64,Yes
CUST0337,Male,0,No,No,40,Yes,Yes,DSL,No,No,No internet,No,Yes,No,Month-to-month,No,Credit card,46.43,7619.01,Yes
CUST0338,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No internet,No,No internet,Yes,Two year,Yes,Bank transfer,103.49,5618.78,Yes
CUST0339,Female,0,Yes,Yes,67,No,Yes,Fiber optic,No internet,No,No,Yes,Yes,No,One year,Yes,Mailed check,83.9,4977.91,Yes
CUST0340,Male,0,Yes,No,47,Yes,No,Fiber optic,No internet,Yes,No,No,Yes,No,Month-to-month,No,Credit card,60.59,4640.96,Yes
CUST0341,Female,0,No,No,55,No,No,DSL,No,Yes,No,No,No internet,Yes,Month-to-month,No,Credit card,117.15,1518.36,No
CUST0342,Male,0,No,No,63,No,No,Fiber optic,Yes,No,No internet,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,66.49,3517.92,Yes
CUST0343,Female,1,No,Yes,58,Yes,Yes,Fiber optic,No,No internet,No internet,Yes,No internet,No internet,Month-to-month,Yes,Credit card,116.98,2805.94,Yes
CUST0344,Male,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer,39.66,7629.29,Yes
CUST0345,Male,0,No,No,10,Yes,No,No,Yes,No,No,No,No,No internet,Month-to-month,Yes,Bank transfer,110.46,2014.33,No
CUST0346,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,21.38,3824.98,No
CUST0347,Female,1,Yes,No,18,Yes,No,DSL,No internet,No,No,Yes,No internet,Yes,Month-to-month,Yes,Bank transfer,74.53,7510.83,No
CUST0348,Female,0,No,No,54,Yes,No,DSL,No,No internet,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.31,6334.53,Yes
CUST0349,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,72.51,7719.67,No
CUST0350,Female,0,No,No,5,Yes,No,DSL,Yes,No internet,No internet,No internet,No,No,One year,No,Bank transfer,75.34,4905.81,No
CUST0351,Male,0,No,Yes,3,No,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,58.9,2736.92,No
CUST0352,Male,0,Yes,Yes,28,Yes,Yes,DSL,Yes,No,No internet,No internet,No,No internet,Two year,Yes,Electronic check,119.82,6630.53,Yes
CUST0353,Female,1,Yes,No,58,Yes,No,DSL,No,No internet,Yes,No,No internet,No internet,Two year,No,Bank transfer,117.65,2402.5,Yes
CUST0354,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer,116.17,1401.71,Yes
CUST0355,Male,0,Yes,Yes,42,No,Yes,DSL,Yes,No,No,No,No,No internet,One year,No,Electronic check,117.91,,Yes
CUST0356,Female,0,No,No,65,Yes,Yes,DSL,No internet,No,Yes,No,Yes,No internet,Two year,No,Credit card,99.3,5147.75,No
CUST0357,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No internet,Month-to-month,No,Credit card,118.86,7043.7,No
CUST0358,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,109.24,7699.21,Yes
CUST0359,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.59,6871.86,Yes
CUST0360,Female,0,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card,98.48,574.17,Yes
CUST0361,Male,0,No,Yes,64,No,No phone service,Fiber optic,No,No internet,Yes,No,No,Yes,One year,No,Credit card,111.21,5349.66,Yes
CUST0362,Male,0,No,Yes,42,Yes,Yes,DSL,No internet,No internet,No,No internet,Yes,No internet,Month-to-month,Yes,Electronic check,91.26,6299.39,Yes
CUST0363,Female,0,No,Yes,38,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,62.28,7857.24,No
